Date,Year,Month,Day,Day of Week,Quarter,Week of Year,Is Weekend
2023-05-30,2023,5,30,Tuesday,2,22,False
2023-05-31,2023,5,31,Wednesday,2,22,False
2023-06-01,2023,6,1,Thursday,2,22,False
2023-06-02,2023,6,2,Friday,2,22,False
2023-06-03,2023,6,3,Saturday,2,22,True
2023-06-04,2023,6,4,Sunday,2,22,True
2023-06-05,2023,6,5,Monday,2,23,False
2023-06-06,2023,6,6,Tuesday,2,23,False
2023-06-07,2023,6,7,Wednesday,2,23,False
2023-06-08,2023,6,8,Thursday,2,23,False
2023-06-09,2023,6,9,Friday,2,23,False
2023-06-10,2023,6,10,Saturday,2,23,True
2023-06-11,2023,6,11,Sunday,2,23,True
2023-06-12,2023,6,12,Monday,2,24,False
2023-06-13,2023,6,13,Tuesday,2,24,False
2023-06-14,2023,6,14,Wednesday,2,24,False
2023-06-15,2023,6,15,Thursday,2,24,False
2023-06-16,2023,6,16,Friday,2,24,False
2023-06-17,2023,6,17,Saturday,2,24,True
2023-06-18,2023,6,18,Sunday,2,24,True
2023-06-19,2023,6,19,Monday,2,25,False
2023-06-20,2023,6,20,Tuesday,2,25,False
2023-06-21,2023,6,21,Wednesday,2,25,False
2023-06-22,2023,6,22,Thursday,2,25,False
2023-06-23,2023,6,23,Friday,2,25,False
2023-06-24,2023,6,24,Saturday,2,25,True
2023-06-25,2023,6,25,Sunday,2,25,True
2023-06-26,2023,6,26,Monday,2,26,False
2023-06-27,2023,6,27,Tuesday,2,26,False
2023-06-28,2023,6,28,Wednesday,2,26,False
2023-06-29,2023,6,29,Thursday,2,26,False
2023-06-30,2023,6,30,Friday,2,26,False
2023-07-01,2023,7,1,Saturday,3,26,True
2023-07-02,2023,7,2,Sunday,3,26,True
2023-07-03,2023,7,3,Monday,3,27,False
2023-07-04,2023,7,4,Tuesday,3,27,False
2023-07-05,2023,7,5,Wednesday,3,27,False
2023-07-06,2023,7,6,Thursday,3,27,False
2023-07-07,2023,7,7,Friday,3,27,False
2023-07-08,2023,7,8,Saturday,3,27,True
2023-07-09,2023,7,9,Sunday,3,27,True
2023-07-10,2023,7,10,Monday,3,28,False
2023-07-11,2023,7,11,Tuesday,3,28,False
2023-07-12,2023,7,12,Wednesday,3,28,False
2023-07-13,2023,7,13,Thursday,3,28,False
2023-07-14,2023,7,14,Friday,3,28,False
2023-07-15,2023,7,15,Saturday,3,28,True
2023-07-16,2023,7,16,Sunday,3,28,True
2023-07-17,2023,7,17,Monday,3,29,False
2023-07-18,2023,7,18,Tuesday,3,29,False
2023-07-19,2023,7,19,Wednesday,3,29,False
2023-07-20,2023,7,20,Thursday,3,29,False
2023-07-21,2023,7,21,Friday,3,29,False
2023-07-22,2023,7,22,Saturday,3,29,True
2023-07-23,2023,7,23,Sunday,3,29,True
2023-07-24,2023,7,24,Monday,3,30,False
2023-07-25,2023,7,25,Tuesday,3,30,False
2023-07-26,2023,7,26,Wednesday,3,30,False
2023-07-27,2023,7,27,Thursday,3,30,False
2023-07-28,2023,7,28,Friday,3,30,False
2023-07-29,2023,7,29,Saturday,3,30,True
2023-07-30,2023,7,30,Sunday,3,30,True
2023-07-31,2023,7,31,Monday,3,31,False
2023-08-01,2023,8,1,Tuesday,3,31,False
2023-08-02,2023,8,2,Wednesday,3,31,False
2023-08-03,2023,8,3,Thursday,3,31,False
2023-08-04,2023,8,4,Friday,3,31,False
2023-08-05,2023,8,5,Saturday,3,31,True
2023-08-06,2023,8,6,Sunday,3,31,True
2023-08-07,2023,8,7,Monday,3,32,False
2023-08-08,2023,8,8,Tuesday,3,32,False
2023-08-09,2023,8,9,Wednesday,3,32,False
2023-08-10,2023,8,10,Thursday,3,32,False
2023-08-11,2023,8,11,Friday,3,32,False
2023-08-12,2023,8,12,Saturday,3,32,True
2023-08-13,2023,8,13,Sunday,3,32,True
2023-08-14,2023,8,14,Monday,3,33,False
2023-08-15,2023,8,15,Tuesday,3,33,False
2023-08-16,2023,8,16,Wednesday,3,33,False
2023-08-17,2023,8,17,Thursday,3,33,False
2023-08-18,2023,8,18,Friday,3,33,False
2023-08-19,2023,8,19,Saturday,3,33,True
2023-08-20,2023,8,20,Sunday,3,33,True
2023-08-21,2023,8,21,Monday,3,34,False
2023-08-22,2023,8,22,Tuesday,3,34,False
2023-08-23,2023,8,23,Wednesday,3,34,False
2023-08-24,2023,8,24,Thursday,3,34,False
2023-08-25,2023,8,25,Friday,3,34,False
2023-08-26,2023,8,26,Saturday,3,34,True
2023-08-27,2023,8,27,Sunday,3,34,True
2023-08-28,2023,8,28,Monday,3,35,False
2023-08-29,2023,8,29,Tuesday,3,35,False
2023-08-30,2023,8,30,Wednesday,3,35,False
2023-08-31,2023,8,31,Thursday,3,35,False
2023-09-01,2023,9,1,Friday,3,35,False
2023-09-02,2023,9,2,Saturday,3,35,True
2023-09-03,2023,9,3,Sunday,3,35,True
2023-09-04,2023,9,4,Monday,3,36,False
2023-09-05,2023,9,5,Tuesday,3,36,False
2023-09-06,2023,9,6,Wednesday,3,36,False
2023-09-07,2023,9,7,Thursday,3,36,False
2023-09-08,2023,9,8,Friday,3,36,False
2023-09-09,2023,9,9,Saturday,3,36,True
2023-09-10,2023,9,10,Sunday,3,36,True
2023-09-11,2023,9,11,Monday,3,37,False
2023-09-12,2023,9,12,Tuesday,3,37,False
2023-09-13,2023,9,13,Wednesday,3,37,False
2023-09-14,2023,9,14,Thursday,3,37,False
2023-09-15,2023,9,15,Friday,3,37,False
2023-09-16,2023,9,16,Saturday,3,37,True
2023-09-17,2023,9,17,Sunday,3,37,True
2023-09-18,2023,9,18,Monday,3,38,False
2023-09-19,2023,9,19,Tuesday,3,38,False
2023-09-20,2023,9,20,Wednesday,3,38,False
2023-09-21,2023,9,21,Thursday,3,38,False
2023-09-22,2023,9,22,Friday,3,38,False
2023-09-23,2023,9,23,Saturday,3,38,True
2023-09-24,2023,9,24,Sunday,3,38,True
2023-09-25,2023,9,25,Monday,3,39,False
2023-09-26,2023,9,26,Tuesday,3,39,False
2023-09-27,2023,9,27,Wednesday,3,39,False
2023-09-28,2023,9,28,Thursday,3,39,False
2023-09-29,2023,9,29,Friday,3,39,False
2023-09-30,2023,9,30,Saturday,3,39,True
2023-10-01,2023,10,1,Sunday,4,39,True
2023-10-02,2023,10,2,Monday,4,40,False
2023-10-03,2023,10,3,Tuesday,4,40,False
2023-10-04,2023,10,4,Wednesday,4,40,False
2023-10-05,2023,10,5,Thursday,4,40,False
2023-10-06,2023,10,6,Friday,4,40,False
2023-10-07,2023,10,7,Saturday,4,40,True
2023-10-08,2023,10,8,Sunday,4,40,True
2023-10-09,2023,10,9,Monday,4,41,False
2023-10-10,2023,10,10,Tuesday,4,41,False
2023-10-11,2023,10,11,Wednesday,4,41,False
2023-10-12,2023,10,12,Thursday,4,41,False
2023-10-13,2023,10,13,Friday,4,41,False
2023-10-14,2023,10,14,Saturday,4,41,True
2023-10-15,2023,10,15,Sunday,4,41,True
2023-10-16,2023,10,16,Monday,4,42,False
2023-10-17,2023,10,17,Tuesday,4,42,False
2023-10-18,2023,10,18,Wednesday,4,42,False
2023-10-19,2023,10,19,Thursday,4,42,False
2023-10-20,2023,10,20,Friday,4,42,False
2023-10-21,2023,10,21,Saturday,4,42,True
2023-10-22,2023,10,22,Sunday,4,42,True
2023-10-23,2023,10,23,Monday,4,43,False
2023-10-24,2023,10,24,Tuesday,4,43,False
2023-10-25,2023,10,25,Wednesday,4,43,False
2023-10-26,2023,10,26,Thursday,4,43,False
2023-10-27,2023,10,27,Friday,4,43,False
2023-10-28,2023,10,28,Saturday,4,43,True
2023-10-29,2023,10,29,Sunday,4,43,True
2023-10-30,2023,10,30,Monday,4,44,False
2023-10-31,2023,10,31,Tuesday,4,44,False
2023-11-01,2023,11,1,Wednesday,4,44,False
2023-11-02,2023,11,2,Thursday,4,44,False
2023-11-03,2023,11,3,Friday,4,44,False
2023-11-04,2023,11,4,Saturday,4,44,True
2023-11-05,2023,11,5,Sunday,4,44,True
2023-11-06,2023,11,6,Monday,4,45,False
2023-11-07,2023,11,7,Tuesday,4,45,False
2023-11-08,2023,11,8,Wednesday,4,45,False
2023-11-09,2023,11,9,Thursday,4,45,False
2023-11-10,2023,11,10,Friday,4,45,False
2023-11-11,2023,11,11,Saturday,4,45,True
2023-11-12,2023,11,12,Sunday,4,45,True
2023-11-13,2023,11,13,Monday,4,46,False
2023-11-14,2023,11,14,Tuesday,4,46,False
2023-11-15,2023,11,15,Wednesday,4,46,False
2023-11-16,2023,11,16,Thursday,4,46,False
2023-11-17,2023,11,17,Friday,4,46,False
2023-11-18,2023,11,18,Saturday,4,46,True
2023-11-19,2023,11,19,Sunday,4,46,True
2023-11-20,2023,11,20,Monday,4,47,False
2023-11-21,2023,11,21,Tuesday,4,47,False
2023-11-22,2023,11,22,Wednesday,4,47,False
2023-11-23,2023,11,23,Thursday,4,47,False
2023-11-24,2023,11,24,Friday,4,47,False
2023-11-25,2023,11,25,Saturday,4,47,True
2023-11-26,2023,11,26,Sunday,4,47,True
2023-11-27,2023,11,27,Monday,4,48,False
2023-11-28,2023,11,28,Tuesday,4,48,False
2023-11-29,2023,11,29,Wednesday,4,48,False
2023-11-30,2023,11,30,Thursday,4,48,False
2023-12-01,2023,12,1,Friday,4,48,False
2023-12-02,2023,12,2,Saturday,4,48,True
2023-12-03,2023,12,3,Sunday,4,48,True
2023-12-04,2023,12,4,Monday,4,49,False
2023-12-05,2023,12,5,Tuesday,4,49,False
2023-12-06,2023,12,6,Wednesday,4,49,False
2023-12-07,2023,12,7,Thursday,4,49,False
2023-12-08,2023,12,8,Friday,4,49,False
2023-12-09,2023,12,9,Saturday,4,49,True
2023-12-10,2023,12,10,Sunday,4,49,True
2023-12-11,2023,12,11,Monday,4,50,False
2023-12-12,2023,12,12,Tuesday,4,50,False
2023-12-13,2023,12,13,Wednesday,4,50,False
2023-12-14,2023,12,14,Thursday,4,50,False
2023-12-15,2023,12,15,Friday,4,50,False
2023-12-16,2023,12,16,Saturday,4,50,True
2023-12-17,2023,12,17,Sunday,4,50,True
2023-12-18,2023,12,18,Monday,4,51,False
2023-12-19,2023,12,19,Tuesday,4,51,False
2023-12-20,2023,12,20,Wednesday,4,51,False
2023-12-21,2023,12,21,Thursday,4,51,False
2023-12-22,2023,12,22,Friday,4,51,False
2023-12-23,2023,12,23,Saturday,4,51,True
2023-12-24,2023,12,24,Sunday,4,51,True
2023-12-25,2023,12,25,Monday,4,52,False
2023-12-26,2023,12,26,Tuesday,4,52,False
2023-12-27,2023,12,27,Wednesday,4,52,False
2023-12-28,2023,12,28,Thursday,4,52,False
2023-12-29,2023,12,29,Friday,4,52,False
2023-12-30,2023,12,30,Saturday,4,52,True
2023-12-31,2023,12,31,Sunday,4,52,True
2024-01-01,2024,1,1,Monday,1,1,False
2024-01-02,2024,1,2,Tuesday,1,1,False
2024-01-03,2024,1,3,Wednesday,1,1,False
2024-01-04,2024,1,4,Thursday,1,1,False
2024-01-05,2024,1,5,Friday,1,1,False
2024-01-06,2024,1,6,Saturday,1,1,True
2024-01-07,2024,1,7,Sunday,1,1,True
2024-01-08,2024,1,8,Monday,1,2,False
2024-01-09,2024,1,9,Tuesday,1,2,False
2024-01-10,2024,1,10,Wednesday,1,2,False
2024-01-11,2024,1,11,Thursday,1,2,False
2024-01-12,2024,1,12,Friday,1,2,False
2024-01-13,2024,1,13,Saturday,1,2,True
2024-01-14,2024,1,14,Sunday,1,2,True
2024-01-15,2024,1,15,Monday,1,3,False
2024-01-16,2024,1,16,Tuesday,1,3,False
2024-01-17,2024,1,17,Wednesday,1,3,False
2024-01-18,2024,1,18,Thursday,1,3,False
2024-01-19,2024,1,19,Friday,1,3,False
2024-01-20,2024,1,20,Saturday,1,3,True
2024-01-21,2024,1,21,Sunday,1,3,True
2024-01-22,2024,1,22,Monday,1,4,False
2024-01-23,2024,1,23,Tuesday,1,4,False
2024-01-24,2024,1,24,Wednesday,1,4,False
2024-01-25,2024,1,25,Thursday,1,4,False
2024-01-26,2024,1,26,Friday,1,4,False
2024-01-27,2024,1,27,Saturday,1,4,True
2024-01-28,2024,1,28,Sunday,1,4,True
2024-01-29,2024,1,29,Monday,1,5,False
2024-01-30,2024,1,30,Tuesday,1,5,False
2024-01-31,2024,1,31,Wednesday,1,5,False
2024-02-01,2024,2,1,Thursday,1,5,False
2024-02-02,2024,2,2,Friday,1,5,False
2024-02-03,2024,2,3,Saturday,1,5,True
2024-02-04,2024,2,4,Sunday,1,5,True
2024-02-05,2024,2,5,Monday,1,6,False
2024-02-06,2024,2,6,Tuesday,1,6,False
2024-02-07,2024,2,7,Wednesday,1,6,False
2024-02-08,2024,2,8,Thursday,1,6,False
2024-02-09,2024,2,9,Friday,1,6,False
2024-02-10,2024,2,10,Saturday,1,6,True
2024-02-11,2024,2,11,Sunday,1,6,True
2024-02-12,2024,2,12,Monday,1,7,False
2024-02-13,2024,2,13,Tuesday,1,7,False
2024-02-14,2024,2,14,Wednesday,1,7,False
2024-02-15,2024,2,15,Thursday,1,7,False
2024-02-16,2024,2,16,Friday,1,7,False
2024-02-17,2024,2,17,Saturday,1,7,True
2024-02-18,2024,2,18,Sunday,1,7,True
2024-02-19,2024,2,19,Monday,1,8,False
2024-02-20,2024,2,20,Tuesday,1,8,False
2024-02-21,2024,2,21,Wednesday,1,8,False
2024-02-22,2024,2,22,Thursday,1,8,False
2024-02-23,2024,2,23,Friday,1,8,False
2024-02-24,2024,2,24,Saturday,1,8,True
2024-02-25,2024,2,25,Sunday,1,8,True
2024-02-26,2024,2,26,Monday,1,9,False
2024-02-27,2024,2,27,Tuesday,1,9,False
2024-02-28,2024,2,28,Wednesday,1,9,False
2024-02-29,2024,2,29,Thursday,1,9,False
2024-03-01,2024,3,1,Friday,1,9,False
2024-03-02,2024,3,2,Saturday,1,9,True
2024-03-03,2024,3,3,Sunday,1,9,True
2024-03-04,2024,3,4,Monday,1,10,False
2024-03-05,2024,3,5,Tuesday,1,10,False
2024-03-06,2024,3,6,Wednesday,1,10,False
2024-03-07,2024,3,7,Thursday,1,10,False
2024-03-08,2024,3,8,Friday,1,10,False
2024-03-09,2024,3,9,Saturday,1,10,True
2024-03-10,2024,3,10,Sunday,1,10,True
2024-03-11,2024,3,11,Monday,1,11,False
2024-03-12,2024,3,12,Tuesday,1,11,False
2024-03-13,2024,3,13,Wednesday,1,11,False
2024-03-14,2024,3,14,Thursday,1,11,False
2024-03-15,2024,3,15,Friday,1,11,False
2024-03-16,2024,3,16,Saturday,1,11,True
2024-03-17,2024,3,17,Sunday,1,11,True
2024-03-18,2024,3,18,Monday,1,12,False
2024-03-19,2024,3,19,Tuesday,1,12,False
2024-03-20,2024,3,20,Wednesday,1,12,False
2024-03-21,2024,3,21,Thursday,1,12,False
2024-03-22,2024,3,22,Friday,1,12,False
2024-03-23,2024,3,23,Saturday,1,12,True
2024-03-24,2024,3,24,Sunday,1,12,True
2024-03-25,2024,3,25,Monday,1,13,False
2024-03-26,2024,3,26,Tuesday,1,13,False
2024-03-27,2024,3,27,Wednesday,1,13,False
2024-03-28,2024,3,28,Thursday,1,13,False
2024-03-29,2024,3,29,Friday,1,13,False
2024-03-30,2024,3,30,Saturday,1,13,True
2024-03-31,2024,3,31,Sunday,1,13,True
2024-04-01,2024,4,1,Monday,2,14,False
2024-04-02,2024,4,2,Tuesday,2,14,False
2024-04-03,2024,4,3,Wednesday,2,14,False
2024-04-04,2024,4,4,Thursday,2,14,False
2024-04-05,2024,4,5,Friday,2,14,False
2024-04-06,2024,4,6,Saturday,2,14,True
2024-04-07,2024,4,7,Sunday,2,14,True
2024-04-08,2024,4,8,Monday,2,15,False
2024-04-09,2024,4,9,Tuesday,2,15,False
2024-04-10,2024,4,10,Wednesday,2,15,False
2024-04-11,2024,4,11,Thursday,2,15,False
2024-04-12,2024,4,12,Friday,2,15,False
2024-04-13,2024,4,13,Saturday,2,15,True
2024-04-14,2024,4,14,Sunday,2,15,True
2024-04-15,2024,4,15,Monday,2,16,False
2024-04-16,2024,4,16,Tuesday,2,16,False
2024-04-17,2024,4,17,Wednesday,2,16,False
2024-04-18,2024,4,18,Thursday,2,16,False
2024-04-19,2024,4,19,Friday,2,16,False
2024-04-20,2024,4,20,Saturday,2,16,True
2024-04-21,2024,4,21,Sunday,2,16,True
2024-04-22,2024,4,22,Monday,2,17,False
2024-04-23,2024,4,23,Tuesday,2,17,False
2024-04-24,2024,4,24,Wednesday,2,17,False
2024-04-25,2024,4,25,Thursday,2,17,False
2024-04-26,2024,4,26,Friday,2,17,False
2024-04-27,2024,4,27,Saturday,2,17,True
2024-04-28,2024,4,28,Sunday,2,17,True
2024-04-29,2024,4,29,Monday,2,18,False
2024-04-30,2024,4,30,Tuesday,2,18,False
2024-05-01,2024,5,1,Wednesday,2,18,False
2024-05-02,2024,5,2,Thursday,2,18,False
2024-05-03,2024,5,3,Friday,2,18,False
2024-05-04,2024,5,4,Saturday,2,18,True
2024-05-05,2024,5,5,Sunday,2,18,True
2024-05-06,2024,5,6,Monday,2,19,False
2024-05-07,2024,5,7,Tuesday,2,19,False
2024-05-08,2024,5,8,Wednesday,2,19,False
2024-05-09,2024,5,9,Thursday,2,19,False
2024-05-10,2024,5,10,Friday,2,19,False
2024-05-11,2024,5,11,Saturday,2,19,True
2024-05-12,2024,5,12,Sunday,2,19,True
2024-05-13,2024,5,13,Monday,2,20,False
2024-05-14,2024,5,14,Tuesday,2,20,False
2024-05-15,2024,5,15,Wednesday,2,20,False
2024-05-16,2024,5,16,Thursday,2,20,False
2024-05-17,2024,5,17,Friday,2,20,False
2024-05-18,2024,5,18,Saturday,2,20,True
2024-05-19,2024,5,19,Sunday,2,20,True
2024-05-20,2024,5,20,Monday,2,21,False
2024-05-21,2024,5,21,Tuesday,2,21,False
2024-05-22,2024,5,22,Wednesday,2,21,False
2024-05-23,2024,5,23,Thursday,2,21,False
2024-05-24,2024,5,24,Friday,2,21,False
2024-05-25,2024,5,25,Saturday,2,21,True
2024-05-26,2024,5,26,Sunday,2,21,True
2024-05-27,2024,5,27,Monday,2,22,False
2024-05-28,2024,5,28,Tuesday,2,22,False
2024-05-29,2024,5,29,Wednesday,2,22,False
2024-05-30,2024,5,30,Thursday,2,22,False
2024-05-31,2024,5,31,Friday,2,22,False
2024-06-01,2024,6,1,Saturday,2,22,True
2024-06-02,2024,6,2,Sunday,2,22,True
2024-06-03,2024,6,3,Monday,2,23,False
2024-06-04,2024,6,4,Tuesday,2,23,False
2024-06-05,2024,6,5,Wednesday,2,23,False
2024-06-06,2024,6,6,Thursday,2,23,False
2024-06-07,2024,6,7,Friday,2,23,False
2024-06-08,2024,6,8,Saturday,2,23,True
2024-06-09,2024,6,9,Sunday,2,23,True
2024-06-10,2024,6,10,Monday,2,24,False
2024-06-11,2024,6,11,Tuesday,2,24,False
2024-06-12,2024,6,12,Wednesday,2,24,False
2024-06-13,2024,6,13,Thursday,2,24,False
2024-06-14,2024,6,14,Friday,2,24,False
2024-06-15,2024,6,15,Saturday,2,24,True
2024-06-16,2024,6,16,Sunday,2,24,True
2024-06-17,2024,6,17,Monday,2,25,False
2024-06-18,2024,6,18,Tuesday,2,25,False
2024-06-19,2024,6,19,Wednesday,2,25,False
2024-06-20,2024,6,20,Thursday,2,25,False
2024-06-21,2024,6,21,Friday,2,25,False
2024-06-22,2024,6,22,Saturday,2,25,True
2024-06-23,2024,6,23,Sunday,2,25,True
2024-06-24,2024,6,24,Monday,2,26,False
2024-06-25,2024,6,25,Tuesday,2,26,False
2024-06-26,2024,6,26,Wednesday,2,26,False
2024-06-27,2024,6,27,Thursday,2,26,False
2024-06-28,2024,6,28,Friday,2,26,False
2024-06-29,2024,6,29,Saturday,2,26,True
2024-06-30,2024,6,30,Sunday,2,26,True
2024-07-01,2024,7,1,Monday,3,27,False
2024-07-02,2024,7,2,Tuesday,3,27,False
2024-07-03,2024,7,3,Wednesday,3,27,False
2024-07-04,2024,7,4,Thursday,3,27,False
2024-07-05,2024,7,5,Friday,3,27,False
2024-07-06,2024,7,6,Saturday,3,27,True
2024-07-07,2024,7,7,Sunday,3,27,True
2024-07-08,2024,7,8,Monday,3,28,False
2024-07-09,2024,7,9,Tuesday,3,28,False
2024-07-10,2024,7,10,Wednesday,3,28,False
2024-07-11,2024,7,11,Thursday,3,28,False
2024-07-12,2024,7,12,Friday,3,28,False
2024-07-13,2024,7,13,Saturday,3,28,True
2024-07-14,2024,7,14,Sunday,3,28,True
2024-07-15,2024,7,15,Monday,3,29,False
2024-07-16,2024,7,16,Tuesday,3,29,False
2024-07-17,2024,7,17,Wednesday,3,29,False
2024-07-18,2024,7,18,Thursday,3,29,False
